artist_hotttnesss,artist_id,artist_name,duration,familiarity,latitude,location,longitude,loudness,similar,song_hotttnesss,song_id,tempo,terms,title,year
0.306242264,AR47JEX1187B995D81,SUE THOMPSON,124.86485,0.435415818,37.83721,"Nevada, MO",-94.35868,-12.332,ARD92TH1187FB57ACD,0.495293621,SOBLGCN12AB0183212,137.52200000000002,pop rock,James (Hold The Ladder Steady),1985
0.363651365,ARGIWFO1187B9B55B7,Five Bolt Main,225.09669,0.6090637,37.15735675013362,Not available,-63.93335786851952,-5.908,ARXXRJJ1187B9B4DCF,0.3759843020000001,SOPSWQW12A6D4F8781,164.672,post-grunge,Made Like This (Live),0
0.422705641,ARNTLGG11E2835DDB9,Clp,338.31138,0.5505136979999999,37.15735675013362,Not available,-63.93335786851952,-6.4860000000000015,ARAR1XA11C8A415BE5,,SOZQDIU12A58A7BCF6,125.006,breakcore,Superconfidential,0
0.349912612,ARDNS031187B9924F0,Tim Wilson,186.48771,0.459797129,32.67828,Georgia,-83.22295,-4.516,AR74HI61187FB5327F,,SONYPOM12A8C13B2D7,90.022,filk,I Think My Wife Is Running Around On Me (Taco Hell),2005
0.379671125,AROUOZZ1187B9ABE51,Willie Bobo,168.25423999999995,0.588827101,40.79195,"New York, NY [Spanish Harlem]",-73.94511999999997,-9.616,AR1N6N61187FB4E25E,,SOBZBAZ12A6D4F8742,127.025,latin jazz,Spanish Grease,1997
0.299230368,ARH4Z031187B9A71F2,Faye Adams,156.39465,0.396455254,40.73197,"Newark, NJ",-74.17418,-18.051,ARRB15P1187FB3B0DF,0.0,SOVYKGO12AB0187199,95.957,jump blues,Crazy Mixed Up World,1961
0.416173065,ARB29H41187B98F0EF,Terry Callier,342.56934,0.706827671,41.88415,Chicago,-87.63241,-11.939,ARTB5PP1187FB523B7,0.413739836,SOGNCJP12A58A80271,110.189,soul jazz,Do You Finally Need A Friend,1972
0.4527894770000001,AR1Y2PT1187FB5B9CE,John Wesley,484.62322,0.560557984,27.94017,Brandon,-82.32547,-15.335,ARRJTPR11F4C8473CF,0.377531645,SOLLHMX12AB01846DC,138.007,disco,The Emperor Falls,0
0.418216518,ARAJPHH1187FB5566A,The Shangri-Las,164.80608,0.640807102,40.7038,"Queens, NY",-73.83168,-10.922,ARXY7M01187B9B7611,0.4432913120000001,SOYTPEP12AB0180E7B,130.1,doo-wop,Twist and Shout,1964
0.384611084,AR0RCMP1187FB3F427,Billie Jo Spears,133.32853,0.523714637,30.08615,"Beaumont, TX",-94.10158,-9.983,AR7HM181187FB3CFC1,0.0,SOGXHEG12AB018653E,160.839,classic country,It Makes No Difference Now,1992
0.426317956,AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),173.66159,0.79360508,37.15735675013362,"Houston, TX",-63.93335786851952,-7.762,ARNJJXJ11F50C4EA81,,SOOLYAZ12A6701F4A6,41.993,rap,Laws Patrolling (Album Version),0
0.392733676,ARGUVEV1187B98BA17,Sierra Maestra,313.12934,0.501544777,37.15735675013362,Not available,-63.93335786851952,-9.512,AR2HU081187FB5B263,,SOGOSOV12AF72A285E,189.646,charanga,A?DA3nde va Chichi?,1997
0.488019842,ARPQ4Z01187FB3A736,Butthole Surfers,450.84689,0.809323793,29.42449,"San Antonio, TX",-98.49462,-9.063,ARCDZ0K1187FB43757,0.5939430760000001,SOJXVAH12A8C139700,130.586,noise rock,"Barking Dogs (From ""Piouhgd"")",0
0.41168896,ARNQAVF11F4C844C04,Despina Vandi,303.09832,0.632559542,37.15735675013362,Not available,-63.93335786851952,-8.879,ARQLM691187FB4CFA7,,SOVXMTN12A8C135A18,128.292,dance pop,OUTE ENA EFHARISTO,0
0.382651971,ARXUT4W1187FB48BEB,Javier Navarrete,128.83546,0.5975412179999999,37.15735675013362,Not available,-63.93335786851952,-17.699,ARU52PB1187FB58E46,0.394394856,SORSECL12AB0182267,90.932,orchestra,Midnight Swim,0
0.294861262,ARDD1RC1187B9B52B4,Jacob Young,456.30649000000005,0.495445922,37.15735675013362,Not available,-63.93335786851952,-19.478,ARM8XWM1187FB4E225,0.0,SOOGFBZ12AC3DF7FF2,89.667,cool jazz,In A Subtle Way,0
0.393121934,ARLGWFM1187FB4AC9F,Scarlet's Remains,198.73914,0.527865076,34.053490000000004,California - LA,-118.24532,-7.4689999999999985,ARNM1OG1187FB3DE32,0.450992312,SOMSBGZ12AB018C4CB,115.061,gothic metal,Spin,2007
0.467538444,ARWYVP51187B98C516,The Suicide Machines,95.68608,0.668674533,42.33168,"Detroit, MI",-83.04791999999998,-2.022,ARGAFOR11F50C47F57,0.528782481,SONYRZV12AB018AF70,115.887,ska punk,Burning In The Aftermath,2003
0.7357656929999999,ARFCUN31187B9AD578,The Rolling Stones,271.49016,0.8148296559999999,51.50632,"London, England",-0.12714,-10.358,ARSAIUN1187FB398D3,0.83449262,SONQBUB12A6D4F8ED0,139.333,blues,Angie (1993 Digital Remaster),0
0.350078579,AR6YDKV1187B989230,Roberto Torres,226.66404,0.482356043,37.15735675013362,Not available,-63.93335786851952,-12.716,AR1PNWN1187FB4A404,0.0,SOHGKJW12AC468A8BD,117.271,salsa,Sabor Guajiro,0
0.442765842,ARV1JVD1187B9AD195,Loudon Wainwright III,190.48444,0.661080168,35.91462999999999,"Chapel Hill, NC",-79.05660999999998,-15.663,ARYXGMM1187B9AC285,0.510119314,SOINBCU12A6D4F94C0,102.428,modern rock,Human Cannonball,1995
0.466628889,AR7TTS41187B9B42D3,R.L. Burnside,277.78567000000004,0.7011808740000001,34.36401,"Oxford, MS",-89.51876999999998,-6.944,AR3KUCG1187B9A0BEA,0.482137585,SOTWVQT12A58A79650,89.984,delta blues,Glory Be,2004
0.544257506,ART3O5Z1187B9AB043,Stevie Ray Vaughan,248.78975,0.73379894,32.77815,"Dallas, TX",-96.7954,-7.805,ARZBUQ41187FB39D29,,SOTSEJY12AB0180F56,116.721,texas blues,Crossfire,1992
0.452817838,AR5U94U1187FB5CDCF,John Hammond,195.3171,0.590692918,37.15735675013362,Not available,-63.93335786851952,-10.7,ARWBYRS1187FB3DE02,,SOTSETT12AB01863B8,123.142,blues,I Can't Be Satisfied,2002
0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,175.72526000000005,0.665322162,37.15735675013362,Not available,-63.93335786851952,-10.93,AREX9GE1187FB41987,0.785892288,SOTUNMH12A6D4FA3E6,141.91899999999995,trip hop,Nashville Parthenon,2006
0.33457736,AR6IRG41187B9A4D98,Ec8or,217.23383,0.50407567,52.51606999999999,"Berlin, Germany",13.37698,-9.493,AR3TG3X1187FB4D577,,SOEPPKB12AB018418B,95.596,hardcore techno,Cocain Ducks,1995
0.479308459,ARS1OWB1187B99EEAD,The New York Dolls,344.0583200000001,0.717670525,37.15735675013362,"New York, NY",-63.93335786851952,-9.253,AR9B5JX1187FB55D84,0.561692411,SOGKIWV12A6D4F86C4,154.953,glam rock,Human Being,1974
0.427914247,ARGMXQW1187FB54C34,Eliane Elias,251.42812,0.669726188,-23.56287,"Sao Paulo, Brazil",-46.65466,-12.009,ARCXKY91187B9ACA99,0.43483809,SOPHYIS12AAF3B35A3,86.09100000000002,brazilian jazz,The More I See You,2009
0.412240601,AROEL1B1187B988B90,Lost Boyz,269.7922,0.5697411520000001,37.15735675013362,"South Jamaica, Queens",-63.93335786851952,-11.043,ARE352A1187FB40607,0.405115722,SOFHBAR12A6701D0FE,90.218,gangster rap,Certain Things We Do,1997
0.40439264,AR8W8DN1187FB35ED0,The Germs,206.05342,0.6400483570000001,34.053490000000004,"Los Angeles, CA",-118.24532,-11.505999999999998,ARNFTGS1187B9A465F,,SOCPRKM12AB018A2FD,133.144,rock,Forming,1977
0.383475745,ARUWLCL1187FB549B8,Yamandu Costa,190.04036,0.397772876,37.15735675013362,Not available,-63.93335786851952,-14.179,AR9RJJI1187B9930AB,,SOFGHAM12AB0186412,205.317,brazilian jazz,MafuA!,0
0.500691341,AR3793X1187FB50CB3,Chris Rea,241.162,0.6431827729999999,37.15735675013362,"Middlesbrough, England",-63.93335786851952,-8.531,ARFWLXM1187B9B5EE5,0.767727748,SODHVES12A6701CE6B,180.149,soft rock,Driving Home For Christmas,1986
0.338414819,ARINEWW1187FB5577E,Perrey And Kingsley,122.64444,0.411421048,37.15735675013362,Not available,-63.93335786851952,-8.541,ARMNSQF1187FB57CB7,0.43483809,SOXIATP12AAF3B2184,102.538,easy listening,Spooks In Space,1966
0.5236990779999999,ARDGB6U1187FB3AD07,Eurythmics,207.0722,0.75100762,51.50632,"London, England",-0.12714,-6.629,ARGE7G11187FB37E05,0.38293509,SOGNQWU12A8AE4868F,84.164,dance rock,Tous Les GarASSons Et Les Filles,1985
0.383524247,AR2J2WF1187FB46271,Francis Dunnery,300.79955,0.54858513,54.48303000000001,"Egremont, Cumbria, England",-3.53444,-13.33,ARL2M1Y1187FB3A940,0.610474258,SOYQOFI12A6D4F76E1,124.175,singer-songwriter,Too Much Saturn,1995
0.4816558620000001,ARUI8651187B9ACF52,John Cale,228.46649,0.7493178009999999,37.15735675013362,"Garnant, Wales",-63.93335786851952,-12.412,AR3I2HS1187B9AC3BB,0.226555314,SOVOLGY12A6D4F822B,137.004,experimental rock,Movement 4 [from Kiss] (Album Version),1997
0.380704536,AR89DTT1187B9A7ED5,Suzanne Ciani,239.59465,0.631946666,37.77916,California - SF,-122.42005,-21.552,ARBN7GR1187FB531FD,0.415983118,SOMZCVH12AB0182B8E,106.33,meditation,Stream,0
0.396855869,ARMD0G81187B99A519,Vickie Winans,228.93669,0.653937821,37.15735675013362,Not available,-63.93335786851952,-8.686,ARXJJSN1187B98CB37,,SONXJBL12AAF3B2C0C,107.961,ccm,Make Me Over,0
0.45755391,AR0VZWC1187B99BA57,The Berzerker,165.61587,0.668370612,-37.81753,"Melbourne, Australia",144.96715,-6.222,AR3FOFE1187FB3E18A,0.0,SOYWZTU12AB0180E26,174.287,speedcore,Deform (live),2000
0.788805935,ARF2EHS1187B994F4E,Kings Of Leon,187.92444,0.8457688659999999,36.16778,"Nashville, Tennessee",-86.77835999999998,-5.907,AR3KUCG1187B9A0BEA,0.685940227,SOLGHDZ12AB0183B11,116.823,southern rock,Wicker Chair,2003
0.30004649,ARZKRD01187FB45FD2,Edith Lefel,276.50567,0.407455644,37.15735675013362,Not available,-63.93335786851952,-4.638,ARTIJDU1187FB589E2,0.0,SOTNTNJ12AAA15FBD6,101.972,zouk,An ti chans',0
0.189314878,ARK4H5K1187B992F74,Taras,200.25424,0.460171324,37.15735675013362,Not available,-63.93335786851952,-5.884,ARTUIKS1187B992F70,,SOXZXXV12AAF3B3A67,127.97,trance,I Will Love Again (JJ's Club Radio),0
0.554291489,AR06EB01187FB40150,NOFX,144.50893,0.778816717,37.15735675013362,"Berkeley, CA",-63.93335786851952,-7.787000000000001,ARHJFFY1187B98BA76,0.6712360270000001,SOPIKEG12A58291636,152.622,punk,Stickin In My Eye,1992
0.26803784,ARKPDBH1242077DEB1,Murskahumppa,285.1783200000001,0.4358898470000001,37.15735675013362,Not available,-63.93335786851952,-8.488,ARGD3MR1187B98E5A1,,SOIRNBO12AC468D207,110.787,suomi rock,Ota kiinni,0
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,246.69995,0.711165787,37.15735675013362,Not available,-63.93335786851952,-9.603,ARL3VGT1187FB40E8E,0.62616576,SOSBDSF12AB0189007,112.903,rock,Entre CanAbales,1990
0.30045446,ARRC2JF1187B9B6A93,Bruce Rowland,84.03546,0.443162398,-24.9162,AUSTRALIA,133.39311,-26.266,ARA1WSX1187B990212,0.0,SOIJXXM12A8C1416D6,115.642,easy listening,Rosemary Recalls,1985
0.266275286,ARNIFX51187FB418EA,Xcultures,273.52771,0.400433514,37.15735675013362,Not available,-63.93335786851952,-6.305,AREI7EO1187B98BE33,0.199238262,SOHMMMC12AB0181C42,125.013,gabba,Sudanese Dance,2000
0.337507289,ARCCRTI11F4C845308,White Heart,298.8403600000001,0.477364753,37.15735675013362,Not available,-63.93335786851952,-9.998,ARIYJXD1187B98C70E,0.265861049,SOVJXVJ12A8C13517D,113.277,ccm,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.36366811,ARNVH8S1187FB52F86,Heavy D / McGruff,161.38404,0.617870116,18.11526,"Jamaica, West Indies",-77.27348,-9.161,ARX1QYS1187B9A1F82,0.237733942,SOFZCTA12AB0188D8F,96.979,pop rap,Wanna Be A Player,1997
0.579988982,ARNLO5S1187B9B80CC,Van Halen,209.29261,0.7446412459999999,37.15735675013362,"Pasadena, CA",-63.93335786851952,-4.865,ARZK3VD1187B99EB47,0.82448213,SOLRYQR12A670215BF,140.995,heavy metal,Panama (Remastered Album Version),0
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,229.61587000000003,0.845601887,37.15735675013362,"Los Angeles, CA",-63.93335786851952,-4.882,ARV4KO21187FB38008,0.6244254929999999,SOCHRXB12A8AE48069,105.206,hip hop,Let's Get It Started,2004
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,426.89261,0.905776889,41.50471,"Cleveland, OH",-81.69074,-12.951,ARC4K2E1187B9B6FDA,0.635536649,SOKBBXO12A6701DEA0,63.017,industrial metal,Metal,2000
0.479407676,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,269.26975,0.694021648,37.15735675013362,Not available,-63.93335786851952,-11.751,AR1XD261187B9ACF9B,,SOWHYUG12A58A77FAB,144.60299999999995,rock,She Fell Away (2009 Digital Remaster),0
0.139247394,ARMBYRO1187FB57419,Nadine Renee,249.41669,0.4083890220000001,37.15735675013362,Not available,-63.93335786851952,-6.693,ARBKGAY1187B98DEBE,0.198785349,SOYSTDI12A6D4F6500,167.92,freestyle,Next Time,0
0.389100776,ARWY7I71187FB36C3D,Lesley Gore,136.48934,0.606925359,40.71455,"New York, NY",-74.00712,-9.091,ARAJPHH1187FB5566A,,SOOOROX12A6D4F8400,129.122,brill building pop,It's My Party,1963
0.322485106,AR6Y22S1187B99906F,Smartbomb,233.27302000000003,0.562463784,37.15735675013362,Not available,-63.93335786851952,-2.658,ARJ8IIY1187B992734,0.0,SONSPZE12AB01819CE,132.02200000000002,melodic hardcore,Complicate It,2001
0.335651839,ARI5P4N1187FB3F44D,Suburbs,187.24526,0.481004583,37.15735675013362,Minnesota,-63.93335786851952,-4.42,ARWCDXY1187B989346,0.249065795,SOHWGFU12AB017B036,183.92,british pop,Monde De Fou,2005
0.453391186,ARYPWUK1187B98ACED,Emperor,72.61995,0.7429631520000001,64.55653000000001,Norway,12.66538,-11.050999999999998,ARLSF8H1187B9A76B0,,SOQQVQJ12AB0185192,89.867,heavy metal,Opus a Satana (Part 2),0
0.364384925,ARW63KF1187B98AC48,Julien Clerc,272.63955,0.58547954,46.71067,FR,1.71819,-9.97,ARLZ6BF1187FB3DD6A,,SODRHHD12AB0189F2A,119.896,chanson,This Melody (Live),0
0.481024239,AR8H87D1187FB3A841,Glen Campbell,142.75873,0.67159627,34.031420000000004,"Delight, AR",-93.50243,-11.335,ARGIABO1187FB4B3B5,,SOQGFVO12A8C13C8C3,137.29,country rock,I'm Gone This Time,0
0.34328188200000004,ARLWR721187B9A03C9,T.G. Sheppard,194.11546,0.449323615,35.82213,"Humboldt, TN",-88.91599000000002,-15.581,ARGIABO1187FB4B3B5,0.382723281,SORABMD12A8C136672,82.34299999999998,country rock,You Feel Good All Over,2002
0.3866690920000001,ARF4V431187FB3AA41,Slim Whitman,195.91791,0.51644378,27.94653,"Tampa, FL",-82.45926999999998,-11.98,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,91.487,folk-pop,Indian Love Call,1990
0.538070295,ARBGWMW1187B9AEA3E,Savage Garden,118.33424,0.728209707,37.15735675013362,CA,-63.93335786851952,-11.215,ARQM3CJ1187B9B7AD1,,SOMQAGT12A8C132DB4,84.69,easy listening,You Can Still Be Free,1999
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,288.41751,0.7986451790000001,37.15735675013362,Not available,-63.93335786851952,-8.165,ARRP8TZ1187B98DB84,0.7251212840000001,SOKLLOH12A67020F2C,115.606,stoner metal,I Never Came,2005
0.347598889,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,123.21914,0.445854631,33.52029,"Birmingham, AL",-86.8115,-12.69,ARZRHS51187FB47767,,SONRLQH12AB017C232,126.523,western swing,Dixie,0
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,283.76771,0.605109702,53.4796,"Manchester, England",-2.24881,-8.7,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,113.677,indie rock,Commercial Reign,1990
0.421415103,AR9XEVF1187B99D017,Borialis,239.3073,0.454043995,37.15735675013362,Not available,-63.93335786851952,-5.757999999999999,AR7NMRP1187B99879F,0.554654768,SORENXV12A6701F61F,86.93799999999997,rap rock,Hourglass,0
0.404182207,ARCFOZ71187FB43A0D,The Dirty Skirts,206.75873,0.5435161310000001,37.15735675013362,Not available,-63.93335786851952,-4.907,ARNB49G1187FB40678,0.304169503,SOYMMDY12AB01825B2,141.936,indie rock,Wake,0
0.313569343,ARHFEBO11F50C4825A,Flor Silvestre,134.81751,0.42054585,37.15735675013362,Not available,-63.93335786851952,-8.133,ARTHFSQ12454A434C4,,SOJWQIP12A6D4F710A,106.049,ranchera,Caricia Y Herida,0
0.148985481,AR107SB1187B9A79F9,BA(c)zu,285.64853,0.373850623,37.15735675013362,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",-63.93335786851952,-9.093,ARRPPEU1187FB54D2B,,SOOVOKS12AB017EE57,126.88,chanson,Le tortillard,0
0.493566843,ARXWAQQ1187B9AE954,Redman,124.18567,0.743129776,37.15735675013362,"Newark, NJ",-63.93335786851952,-10.296,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,85.008,hip hop,WKYA (drop),2001
0.31781096,ARL6XZC1187FB3936E,Solistiyhtye Suomi,134.08608,0.13818761,37.15735675013362,Not available,-63.93335786851952,-12.839,ARW1WST1187FB384DA,,SOGYYLE12A8C13E5EA,133.69899999999998,german pop,TerA$?slintu,0
0.33109012600000004,ARSDSMG1187B98CB59,Eddie Cantor,155.61098,0.416141023,40.71455,"New York, NY",-74.00712,-13.71,ARRL2QH1187B9AC814,,SOITUXQ12AB0183AE9,118.975,easy listening,Now's The Time To Fall In Love,0
0.34919221799999994,AR3WMW01187B9921F7,Schizoid,275.40853,0.495559652,37.15735675013362,Not available,-63.93335786851952,-2.119,ARP5GN61187FB5B1A3,,SOTWEZZ12A8C142B60,102.408,breakcore,Grim Prospects (Gross Prospects - Bad Trip Remix),0
0.316354001,AR3C3C01187B98E800,Kai Winding,223.4771,0.430538907,56.153,"Aarhus, Denmark",10.20452,-14.438,ARE7JKW1187FB4A7CA,0.0,SOUVRGZ12A58A77F90,112.006,hard bop,Mangos,1961
0.317833879,ARDD9UN1187B98D3A7,Sonny Simmons,443.24526,0.428375417,31.84666,"Sicily Island, LA",-91.657,-13.002,ARCNR3E1187B9B7030,0.270775999,SOBLTSM12A6D4F9EEA,45.527,free jazz,A Distant Voice,0
0.34575124700000004,ARJGNV61187B98F3B5,Mira,177.81506000000005,0.5451109510000001,37.15735675013362,"Tallahassee, FL",-63.93335786851952,-12.004,AR9U1SA1187B9940C1,,SOUQVUD12A8C142DCE,85.62100000000002,shoegaze,Openbare Weg,2006
0.277561738,ARSVI4L1187B996181,Citizen Kaned,385.33179,0.483339422,37.15735675013362,Not available,-63.93335786851952,-8.37,ARZPSGI1187B9994D3,,SOCRPDR12AB0185B75,108.061,chill-out,President Johnson,2000
0.432011947,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,324.44036,0.559278494,37.15735675013362,Not available,-63.93335786851952,-11.829,ARSA3561187FB58C37,0.405115722,SOXVBVL12AF72A600C,216.195,gospel,Lead Me Lord,1995
0.325148571,AR4PCIG1187B98D07D,Ellen McIlwaine,275.12118,0.438887475,36.16778,"Nashville, TN",-86.77835999999998,-6.29,ARJKCI01187FB4EA22,0.242741879,SOIQHDR12AB01896C8,132.428,blues-rock,Spontanous Combustion,0
0.4148926120000001,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,294.66077,0.57810363,37.77916,"San Francisco, CA",-122.42005,-15.761,ARLKR161187FB50694,0.386790177,SODLSHA12AAF3B29F2,168.30700000000004,latin jazz,Choro,0
0.391585329,AR1X2H01187B98CCF2,Maurice Chevalier,193.20118,0.502453177,37.15735675013362,"Menilmontant, France",-63.93335786851952,-27.433000000000003,ARMC5XS1187B9A836B,,SOAGHMH12AB0180285,140.95600000000005,chanson,Ma Louise,0
0.384184259,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,357.82485,0.5419751079999999,37.15735675013362,Not available,-63.93335786851952,-5.7010000000000005,ARRYBYF1187FB3929E,0.511254835,SORAVUP12AB018556E,130.016,tech house,I Want You (Forever),1991
0.412671631,AR9ODB41187FB459B2,Organized Konfusion,198.3473,0.6837194679999999,37.15735675013362,"SPRINGFIELD, Virginia",-63.93335786851952,-8.709,ARM2EJV1187B98EA13,0.460484845,SOFXNQP12AB0184F1A,175.769,hip hop,Hate,1997
0.628246419,ARF3GX71187FB3EB66,Martina McBride,261.95546,0.614870934,37.15735675013362,"Medicine Lodge, KS",-63.93335786851952,-13.627,ARMH4YI1187FB3F45E,0.488289876,SOGQTRZ12A8C13C8B0,100.194,country,I Can't Stop Loving You,2005
0.374271174,AR3PN3R1187FB4CEBD,Horace Andy,176.27383,0.6264363820000001,18.01571,"Kingston, Jamaica",-76.79731,-11.479,ARABKKO11F50C4D0A5,,SOBHVZQ12AC9618285,151.911,roots reggae,Thank You Lord,1985
